0	299.7	1013
1	293.7	904
2	287.7	805
3	283.7	715
4	277	633
5	270.3	559
6	263.6	492
7	257	432
8	250.3	378
9	243.6	329
10	237	286
11	230.1	247
12	223.6	213
13	217	182
14	210.3	156
15	203.7	132
16	197	111
17	194.8	93.7
18	198.8	78.9
19	202.7	66.6
20	206.7	56.5
21	210.7	48
22	214.6	40.9
23	217	35
24	219.2	30
25	221.4	25.7
30	232.3	12.2
35	243.1	6
40	254	3.05
45	264.8	1.59
50	270.2	0.854
70	218.9	0.0579
100	210	0.0003
