0	257.2	1013
1	259.1	887.8
2	255.9	777.5
3	252.7	679.8
4	247.7	593.2
5	240.9	515.8
6	234.1	446.7
7	227.3	385.3
8	220.6	330.8
9	217.2	282.9
10	217.2	241.8
11	217.2	206.7
12	217.2	176.6
13	217.2	151
14	217.2	129.1
15	217.2	110.3
16	216.6	94.31
17	216	80.58
18	215.4	68.82
19	214.8	58.75
20	214.2	50.14
21	213.6	42.77
22	213	36.47
23	212.4	31.09
24	211.8	26.49
25	211.2	22.56
30	216	10.2
35	222.3	4.701
40	234.7	2.243
45	247	1.113
50	259.3	0.5719
70	245.7	0.04016
100	210	0.0003
