0	294.2	1013
1	289.7	902
2	285.2	802
3	279.2	710
4	273.2	628
5	267.2	554
6	261.2	487
7	254.7	426
8	248.2	372
9	241.7	324
10	235.3	281
11	228.8	243
12	222.3	209
13	215.8	179
14	215.7	153
15	215.7	130
16	215.7	111
17	215.7	95
18	216.8	81.2
19	217.8	69.5
20	219.2	59.5
21	220.4	51
22	221.6	43.7
23	222.8	37.6
24	223.8	32.2
25	225.1	27.7
30	233.7	13.2
35	245.2	6.52
40	257.5	3.33
45	269.9	1.76
50	275.7	0.951
70	218.1	0.0671
100	210	0.0003
